Day,Slope SD,Slope std dev SD,Slope 68% IC SD LOW,Slope 68% IC SD HIGH,Slope 95% IC SD LOW,Slope 95% IC SD HIGH,Slope 99.7% IC SD LOW,Slope 99.7% IC SD HIGH,S-Moving avrg 7 days SD,S-Moving avrg 14 days SD,Intercept SD,Intercept std dev SD,Intercept 68% IC SD LOW,Intercept 68% IC SD HIGH,Intercept 95% IC SD LOW,Intercept 95% IC SD HIGH,Intercept 99.7% IC SD LOW,Intercept 99.7% IC SD HIGH,S-Moving avrg 7 days SD,S-Moving avrg 14 days SD,R-value,P-value
52,4.349740619850776e-07,4.760036351652783e-08,3.873736984685498e-07,4.825744255016054e-07,3.4167734949268306e-07,5.282707744774721e-07,3.040730623146261e-07,5.658750616555292e-07,-0.0025432998018570297,-0.0016642993877655963,0.001913743831566922,4.760036351652783e-08,0.0019136962312034055,0.0019137914319304384,0.0019136505348544297,0.0019138371282794143,0.0019136129305672516,0.0019138747325665923,-0.0025432998018570297,-0.0016642993877655963,0.16198269719216182,1.1198279956605981e-19
53,6.352572972118185e-07,5.214087580763612e-08,5.831164214041823e-07,6.873981730194546e-07,5.330611806288517e-07,7.374534137947852e-07,4.918698887408192e-07,7.786447056828177e-07,-0.0024481465804891468,-0.0014079676697848194,-0.009828875886939308,5.214087580763612e-08,-0.009828928027815115,-0.0098288237460635,-0.00982897808305589,-0.009828773690822724,-0.009829019274347778,-0.009828732499530837,-0.0024481465804891468,-0.0014079676697848194,0.21379668241975258,2.1819502944616847e-33
54,-1.345335986822712e-06,7.819522533162808e-08,-1.4235312121543401e-06,-1.267140761491084e-06,-1.498598628472703e-06,-1.192073345172721e-06,-1.5603728564846893e-06,-1.1302991171607347e-06,-0.005180269366096232,-0.0020912971753081367,0.030117982181974964,7.819522533162808e-08,0.03011790398674963,0.030118060377200297,0.030117828919333314,0.030118135444616615,0.030117767145105303,0.030118197218844626,-0.005180269366096232,-0.0020912971753081367,-0.29527741325916007,1.972168286305131e-63
55,4.201347335316729e-06,1.4215245714310252e-07,4.059194878173626e-06,4.343499792459831e-06,3.922728519316248e-06,4.47996615131721e-06,3.8104280781731966e-06,4.592266592460261e-06,-2.6982905967278675e-05,0.00017820341381865208,-0.11840972268863625,1.4215245714310252e-07,-0.11840986484109339,-0.11840958053617912,-0.11841000130745226,-0.11840944406982025,-0.1184101136078934,-0.11840933176937911,-2.6982905967278675e-05,0.00017820341381865208,0.4689231309055283,2.4050580389415327e-169
56,9.084188718246298e-07,1.5928992906977992e-07,7.491289427548498e-07,1.0677088008944097e-06,5.962106108478612e-07,1.2206271328013984e-06,4.70371566882735e-07,1.3464661767665246e-06,-0.01616295887608922,-0.008873121010011255,0.012674695882493286,1.5928992906977992e-07,0.012674536592564217,0.012674855172422356,0.01267438367423231,0.012675008090754263,0.012674257835188345,0.012675133929798228,-0.01616295887608922,-0.008873121010011255,0.10191075048002173,1.2884435066200546e-08
57,4.062919821315449e-06,3.0131671845090624e-07,3.7616031028645425e-06,4.364236539766355e-06,3.4723390531516726e-06,4.653500589479225e-06,3.234298845575457e-06,4.891540797055441e-06,-0.01204895506412573,-0.00659932245535271,-0.11608422593212936,3.0131671845090624e-07,-0.11608452724884781,-0.11608392461541091,-0.11608481651289752,-0.1160836353513612,-0.1160850545531051,-0.11608339731115362,-0.01204895506412573,-0.00659932245535271,0.23540958551749133,2.6074104670636985e-40
58,5.284936595821644e-06,3.378270380187537e-07,4.94710955780289e-06,5.622763633840398e-06,4.622795601304887e-06,5.947077590338401e-06,4.355912241270071e-06,6.213960950373216e-06,-0.03326940043527829,-0.015516015195716961,-0.14321062746697466,3.378270380187537e-07,-0.14321096529401267,-0.14321028963993665,-0.14321128960796917,-0.14320996532598015,-0.14321155649132922,-0.1432096984426201,-0.03326940043527829,-0.015516015195716961,0.27053885366449126,3.7453514390750724e-53
59,6.4404465606226545e-06,5.492617347480051e-07,5.8911848258746495e-06,6.989708295370659e-06,5.363893560516565e-06,7.516999560728744e-06,4.92997679006564e-06,7.950916331179668e-06,-0.057456795651701885,-0.02754514068382974,-0.09270994890993856,5.492617347480051e-07,-0.0927104981716733,-0.09270939964820381,-0.09271102546293866,-0.09270887235693845,-0.09271145937970911,-0.092708438440168,-0.057456795651701885,-0.02754514068382974,0.20611018645139484,4.233533336657899e-31
60,1.6174846438132993e-06,3.980862995486367e-07,1.2193983442646627e-06,2.015570943361936e-06,8.372354966979714e-07,2.397733790928627e-06,5.227473200545483e-07,2.7122219675720503e-06,-0.07127030782220177,-0.034779969407929594,0.040541289609733494,3.980862995486367e-07,0.040540891523433945,0.040541687696033044,0.040540509360586376,0.04054206985888061,0.040540194872409736,0.04054238434705725,-0.07127030782220177,-0.034779969407929594,0.07279447469008121,4.961615993836713e-05
61,1.292464051862375e-05,6.801297251310201e-07,1.224451079349273e-05,1.360477024375477e-05,1.159158625736695e-05,1.4257694779880549e-05,1.1054283774513444e-05,1.4794997262734055e-05,-0.06953308991757534,-0.03216632104000419,-0.6318204772631656,6.801297251310201e-07,-0.6318211573928907,-0.6318197971334405,-0.6318218103174269,-0.6318191442089043,-0.6318223476199097,-0.6318186069064214,-0.06953308991757534,-0.03216632104000419,0.32305839968693173,2.9620506353035086e-76
