Day,Slope FD,Slope std dev FD,Slope 68% IC FD LOW,Slope 68% IC FD HIGH,Slope 95% IC FD LOW,Slope 95% IC FD HIGH,Slope 99.7% IC FD LOW,Slope 99.7% IC FD HIGH,S-Moving avrg 7 days FD,S-Moving avrg 14 days FD,Intercept FD,Intercept std dev FD,Intercept 68% IC FD LOW,Intercept 68% IC FD HIGH,Intercept 95% IC FD LOW,Intercept 95% IC FD HIGH,Intercept 99.7% IC FD LOW,Intercept 99.7% IC FD HIGH,S-Moving avrg 7 days FD,S-Moving avrg 14 days FD,R-value,P-value
38,0.010680554453974957,0.005827023103774709,0.004853531350200248,0.016507577557749665,-0.000740410829423473,0.022101519737373385,-0.0053437590814054935,0.026704867989355407,-0.04572871288285513,-0.04070810316551864,-0.0574836352043705,0.005827023103774709,-0.06331065830814521,-0.051656612100595786,-0.06890460048776893,-0.04606266992097207,-0.07350794873975094,-0.04145932166899005,-0.04572871288285513,-0.04070810316551864,0.10927382631203131,0.06788157475578506
39,0.012725387903668851,0.0064017846152247485,0.0063236032884441025,0.0191271725188936,0.00017789005782834454,0.02527288574950936,-0.004879519788199208,0.03033029559553691,-0.04891601553578828,-0.04191636691877903,-0.06879578305430673,0.0064017846152247485,-0.07519756766953148,-0.06239399843908198,-0.08134328090014722,-0.05624828520846622,-0.08640069074617479,-0.051190875362438666,-0.04891601553578828,-0.04191636691877903,0.11838124988186988,0.04781602826884768
40,0.010609598061714257,0.005867606120762341,0.004741991940951915,0.0164772041824766,-0.0008909099349799325,0.022110106058408446,-0.0055263187703821805,0.026745514893810694,-0.05724250749190376,-0.044204180971794266,-0.05754605732648761,0.005867606120762341,-0.06341366344724995,-0.05167845120572527,-0.0690465653231818,-0.04604554932979342,-0.07368197415858405,-0.04141014049439118,-0.05724250749190376,-0.044204180971794266,0.10781437980961896,0.0716614386439992
41,0.01932642984342707,0.007745443478379695,0.011580986365047376,0.027071873321806765,0.004145360625802869,0.03450749906105127,-0.0019735397221170917,0.04062639940897123,-0.056375386259182085,-0.0448533478165761,-0.10576123869043577,0.007745443478379695,-0.11350668216881546,-0.09801579521205608,-0.12094230790805997,-0.09058016947281157,-0.12706120825597994,-0.0844612691248916,-0.056375386259182085,-0.0448533478165761,0.1480039910502204,0.013168850563942824
42,0.012802674814666602,0.0068825016549937295,0.005920173159672872,0.01968517646966033,-0.0006870284291211077,0.02629237805845431,-0.006124204736566153,0.03172955436589936,-0.06483654347453895,-0.049528723262260606,-0.06933496277883326,0.0068825016549937295,-0.07621746443382699,-0.06245246112383953,-0.08282466602262097,-0.05584525953504555,-0.08826184233006601,-0.05040808322760051,-0.06483654347453895,-0.049528723262260606,0.1108781184592288,0.063916387213328
43,0.01983770528206073,0.007803710841267542,0.012033994440793188,0.027641416123328273,0.004542432033176348,0.03513297853094511,-0.001622499531425011,0.04129791009554647,-0.06844750313048295,-0.0518060056072956,-0.10827721878148491,0.007803710841267542,-0.11608092962275246,-0.10047350794021737,-0.1235724920303693,-0.09298194553260053,-0.12973742359497065,-0.08681701396799918,-0.06844750313048295,-0.0518060056072956,0.15072246265166822,0.01156229687363803
44,0.016334444140452986,0.007537311316917702,0.008797132823535284,0.023871755457370688,0.0015613139592942915,0.03110757432161168,-0.004393161981070693,0.03706205026197666,-0.07786648263931979,-0.057497413603549444,-0.08852208590642052,0.007537311316917702,-0.09605939722333823,-0.08098477458950282,-0.10329521608757922,-0.07374895572526183,-0.1092496920279442,-0.06779447978489685,-0.07786648263931979,-0.057497413603549444,0.12889250921645315,0.031072932554774068
45,0.02097480363729834,0.008074167475085664,0.012900636162212676,0.029048971112384005,0.0051494353861304375,0.03680017188846624,-0.0012291569191872354,0.043178764193783914,-0.08303955775632814,-0.06385332761842076,-0.11389530764529081,0.008074167475085664,-0.12196947512037647,-0.10582114017020515,-0.12972067589645872,-0.09806993939412291,-0.13609926820177637,-0.09169134708880523,-0.08303955775632814,-0.06385332761842076,0.15394639035252033,0.009883201952664598
46,0.022044507825649026,0.008168713013445357,0.01387579481220367,0.030213220839094383,0.006033830319296128,0.038055185332001924,-0.00041945296132570725,0.04450846861262376,-0.09055614518815881,-0.06966374979984533,-0.12010535221057135,0.008168713013445357,-0.12827406522401671,-0.11193663919712599,-0.13611602971692424,-0.10409467470421846,-0.14256931299754608,-0.09764139142359662,-0.09055614518815881,-0.06966374979984533,0.1597750772496558,0.007388235771713163
47,0.028684754057426137,0.009932060334906737,0.0187526937225194,0.038616814392332874,0.009217915801008933,0.04815159231384334,0.0013715881364326082,0.055997919978419665,-0.1009826943355061,-0.07745363602238052,-0.15556722400091544,0.009932060334906737,-0.16549928433582217,-0.1456351636660087,-0.17503406225733265,-0.13610038574449823,-0.18288038992190897,-0.1282540580799219,-0.1009826943355061,-0.07745363602238052,0.17067500865677124,0.004180533275933204
48,0.027572348076115003,0.00968039474365354,0.017891953332461463,0.03725274281976854,0.008598774378554067,0.04654592177367594,0.0009512625310677675,0.05419343362116224,-0.10928369188725273,-0.08459351596684958,-0.14934616387772515,0.00968039474365354,-0.15902655862137868,-0.1396657691340716,-0.1683197375752861,-0.1303725901801642,-0.1759672494227724,-0.12272507833267791,-0.10928369188725273,-0.08459351596684958,0.1683884017020409,0.004724024217137868
49,0.029960609137181637,0.010189087046472303,0.019771522090709336,0.04014969618365394,0.009989998526095924,0.04993121974826735,0.0019406197593828042,0.05798059851498047,-0.12261889207040137,-0.09185135200372886,-0.16293334424650133,0.010189087046472303,-0.17312243129297364,-0.15274425720002902,-0.18290395485758704,-0.14296273363541562,-0.19095333362430017,-0.13491335486870248,-0.12261889207040137,-0.09185135200372886,0.17367695239478637,0.003552804090798836
50,0.036009399310911766,0.0114566332654932,0.02455276604541857,0.047466032576404964,0.013554398110545096,0.058464400511278436,0.004503657830805467,0.06751514079101806,-0.13172824631457078,-0.10071782426552363,-0.19357599524369096,0.0114566332654932,-0.20503262850918416,-0.18211936197819775,-0.21603099644405763,-0.1711209940433243,-0.22508173672379725,-0.16207025376358467,-0.13172824631457078,-0.10071782426552363,0.1852481123910528,0.0018525017478305899
51,0.031638353417996236,0.01059610673292798,0.021042246685068256,0.04223446015092422,0.010869984221457397,0.05240672261453508,0.002499059902444291,0.06077764693354818,-0.14923723120411583,-0.11162648992054111,-0.17279439569490376,0.01059610673292798,-0.18339050242783175,-0.16219828896197577,-0.1935627648914426,-0.1520260264983649,-0.2019336892104557,-0.14365510217935182,-0.14923723120411583,-0.11162648992054111,0.17627499387530188,0.0030797895701969633
52,0.03959255779375299,0.012773699713142902,0.026818858080610086,0.052366257506895886,0.014556106355992901,0.06462900923151307,0.004464883582610005,0.07472023200489597,-0.15905374587905133,-0.12049654841981289,-0.21182786465203324,0.012773699713142902,-0.22460156436517614,-0.19905416493889033,-0.23686431608979333,-0.18679141321427314,-0.24695553886317623,-0.17670019044089025,-0.15905374587905133,-0.12049654841981289,0.18276668382764963,0.00213704965307351
