Day,Slope AC,Slope std dev AC,Slope 68% IC AC LOW,Slope 68% IC AC HIGH,Slope 95% IC AC LOW,Slope 95% IC AC HIGH,Slope 99.7% IC AC LOW,Slope 99.7% IC AC HIGH,S-Moving avrg 7 days AC,S-Moving avrg 14 days AC,Intercept AC,Intercept std dev AC,Intercept 68% IC AC LOW,Intercept 68% IC AC HIGH,Intercept 95% IC AC LOW,Intercept 95% IC AC HIGH,Intercept 99.7% IC AC LOW,Intercept 99.7% IC AC HIGH,S-Moving avrg 7 days AC,S-Moving avrg 14 days AC,R-value,P-value
19,9.902322871878019e-08,3.692389308242435e-09,9.533083941053775e-08,1.0271561802702262e-07,9.178614567462501e-08,1.0626031176293536e-07,8.886915812111349e-08,1.0917729931644689e-07,-0.006605267010896913,-0.006453697300587178,-0.006559709278034084,3.692389308242435e-09,-0.006559712970423392,-0.006559705585644776,-0.006559716515117128,-0.00655970204095104,-0.006559719432104681,-0.006559699123963487,-0.006605267010896913,-0.006453697300587178,0.4340096290139398,1.1836787261287496e-142
20,9.902322871878019e-08,3.692389308242435e-09,9.533083941053775e-08,1.0271561802702262e-07,9.178614567462501e-08,1.0626031176293536e-07,8.886915812111349e-08,1.0917729931644689e-07,-0.006590081099942638,-0.006512111017600764,-0.006559709278034084,3.692389308242435e-09,-0.006559712970423392,-0.006559705585644776,-0.006559716515117128,-0.00655970204095104,-0.006559719432104681,-0.006559699123963487,-0.006590081099942638,-0.006512111017600764,0.4340096290139398,1.1836787261287496e-142
21,1.0821724484050175e-07,3.734566813391267e-09,1.0448267802711049e-07,1.1195181165389301e-07,1.0089749388625487e-07,1.1553699579474863e-07,9.794718610367576e-08,1.1848730357732774e-07,-0.00657489518898836,-0.006570524734614351,-0.007205574500848553,3.734566813391267e-09,-0.007205578235415367,-0.007205570766281739,-0.007205581820599508,-0.007205567181097598,-0.0072055847709072895,-0.007205564230789816,-0.00657489518898836,-0.006570524734614351,0.4617224932682541,1.3923986214476474e-163
22,1.0821724484050175e-07,3.734566813391267e-09,1.0448267802711049e-07,1.1195181165389301e-07,1.0089749388625487e-07,1.1553699579474863e-07,9.794718610367576e-08,1.1848730357732774e-07,-0.006667353481836495,-0.006687897253440988,-0.007205574500848553,3.734566813391267e-09,-0.007205578235415367,-0.007205570766281739,-0.007205581820599508,-0.007205567181097598,-0.0072055847709072895,-0.007205564230789816,-0.006667353481836495,-0.006687897253440988,0.4617224932682541,1.3923986214476474e-163
23,1.1741126096222323e-07,4.009531050755061e-09,1.1340172991146817e-07,1.214207920129783e-07,1.0955258010274331e-07,1.2526994182170315e-07,1.0638505057264681e-07,1.2843747135179964e-07,-0.006774997685638907,-0.006805269772267624,-0.007851439723663013,4.009531050755061e-09,-0.007851443733194064,-0.007851435714131962,-0.007851447582343872,-0.007851431864982154,-0.007851450749873402,-0.007851428697452624,-0.006774997685638907,-0.006805269772267624,0.4655440492552365,1.2664937888634586e-166
24,1.1741126096222323e-07,4.009531050755061e-09,1.1340172991146817e-07,1.214207920129783e-07,1.0955258010274331e-07,1.2526994182170315e-07,1.0638505057264681e-07,1.2843747135179964e-07,-0.006990286093243728,-0.0068629103300793335,-0.007851439723663013,4.009531050755061e-09,-0.007851443733194064,-0.007851435714131962,-0.007851447582343872,-0.007851431864982154,-0.007851450749873402,-0.007851428697452624,-0.006990286093243728,-0.0068629103300793335,0.4655440492552365,1.2664937888634586e-166
25,1.170913752989377e-07,3.7721730040363034e-09,1.1331920229490139e-07,1.20863548302974e-07,1.0969791621102654e-07,1.2448483438684884e-07,1.0671789953783786e-07,1.2746485106003754e-07,-0.00720557450084855,-0.006920550887891042,-0.007817748389134418,3.7721730040363034e-09,-0.007817752161307423,-0.007817744616961414,-0.007817755782593507,-0.00781774099567533,-0.00781775876261018,-0.007817738015658658,-0.00720557450084855,-0.006920550887891042,0.4870066053510077,1.9290235635028185e-184
26,1.170913752989377e-07,3.7721730040363034e-09,1.1331920229490139e-07,1.20863548302974e-07,1.0969791621102654e-07,1.2448483438684884e-07,1.0671789953783786e-07,1.2746485106003754e-07,-0.007415247686031939,-0.0069755998045851675,-0.007817748389134418,3.7721730040363034e-09,-0.007817752161307423,-0.007817744616961414,-0.007817755782593507,-0.00781774099567533,-0.00781775876261018,-0.007817738015658658,-0.007415247686031939,-0.0069755998045851675,0.4870066053510077,1.9290235635028185e-184
27,1.1708258962787685e-07,3.8931775208050905e-09,1.1318941210707176e-07,1.2097576714868193e-07,1.0945196168709887e-07,1.2471321756865483e-07,1.0637635144566285e-07,1.2778882781009086e-07,-0.0076249208712153285,-0.007065363161921681,-0.007494346434994453,3.8931775208050905e-09,-0.007494350328171973,-0.007494342541816932,-0.007494354065622394,-0.0074943388043665115,-0.007494357141232635,-0.00749433572875627,-0.0076249208712153285,-0.007065363161921681,0.4753044166645272,1.4370718597904007e-174
28,1.1722077437576925e-07,4.009072001365225e-09,1.1321170237440403e-07,1.212298463771345e-07,1.0936299325309342e-07,1.250785554984451e-07,1.0619582637201488e-07,1.2824572237952361e-07,-0.0076730495269063115,-0.0071302494458628145,-0.0071864238540152075,4.009072001365225e-09,-0.007186427863087209,-0.007186419844943206,-0.00718643171179633,-0.007186415996234085,-0.0071864348789632115,-0.0071864128290672034,-0.0076730495269063115,-0.0071302494458628145,0.4649938674961718,3.4899739451901473e-166
29,1.1722077437576925e-07,4.009072001365225e-09,1.1321170237440403e-07,1.212298463771345e-07,1.0936299325309342e-07,1.250785554984451e-07,1.0619582637201488e-07,1.2824572237952361e-07,-0.0076698577524340885,-0.007171449377420926,-0.0071864238540152075,4.009072001365225e-09,-0.007186427863087209,-0.007186419844943206,-0.00718643171179633,-0.007186415996234085,-0.0071864348789632115,-0.0071864128290672034,-0.0076698577524340885,-0.007171449377420926,0.4649938674961718,3.4899739451901473e-166
30,1.1722077437576925e-07,4.009072001365225e-09,1.1321170237440403e-07,1.212298463771345e-07,1.0936299325309342e-07,1.250785554984451e-07,1.0619582637201488e-07,1.2824572237952361e-07,-0.0075590217741594535,-0.0072196581909579356,-0.0071864238540152075,4.009072001365225e-09,-0.007186427863087209,-0.007186419844943206,-0.00718643171179633,-0.007186415996234085,-0.0071864348789632115,-0.0071864128290672034,-0.0075590217741594535,-0.0072196581909579356,0.4649938674961718,3.4899739451901473e-166
31,1.1722077437576925e-07,4.009072001365225e-09,1.1321170237440403e-07,1.212298463771345e-07,1.0936299325309342e-07,1.250785554984451e-07,1.0619582637201488e-07,1.2824572237952361e-07,-0.007448185795884819,-0.007267867004494945,-0.0071864238540152075,4.009072001365225e-09,-0.007186427863087209,-0.007186419844943206,-0.00718643171179633,-0.007186415996234085,-0.0071864348789632115,-0.0071864128290672034,-0.007448185795884819,-0.007267867004494945,0.4649938674961718,3.4899739451901473e-166
32,1.1722077437576925e-07,4.009072001365225e-09,1.1321170237440403e-07,1.212298463771345e-07,1.0936299325309342e-07,1.250785554984451e-07,1.0619582637201488e-07,1.2824572237952361e-07,-0.007342965040031617,-0.007316075818031954,-0.0071864238540152075,4.009072001365225e-09,-0.007186427863087209,-0.007186419844943206,-0.00718643171179633,-0.007186415996234085,-0.0071864348789632115,-0.0071864128290672034,-0.007342965040031617,-0.007316075818031954,0.4649938674961718,3.4899739451901473e-166
33,1.1722077437576925e-07,4.009072001365225e-09,1.1321170237440403e-07,1.212298463771345e-07,1.0936299325309342e-07,1.250785554984451e-07,1.0619582637201488e-07,1.2824572237952361e-07,-0.007237744284178415,-0.007364284631568963,-0.0071864238540152075,4.009072001365225e-09,-0.007186427863087209,-0.007186419844943206,-0.00718643171179633,-0.007186415996234085,-0.0071864348789632115,-0.0071864128290672034,-0.007237744284178415,-0.007364284631568963,0.4649938674961718,3.4899739451901473e-166
34,1.2408849533988257e-07,4.057531517067483e-09,1.2003096382281508e-07,1.2814602685695007e-07,1.1613573356643031e-07,1.3204125711333485e-07,1.12930283667947e-07,1.3524670701181816e-07,-0.0071864238540152075,-0.007412493445105973,-0.007587276569666245,4.057531517067483e-09,-0.0075872806271977625,-0.007587272512134728,-0.007587284522428019,-0.007587268616904471,-0.0075872877278779175,-0.007587265411454573,-0.0071864238540152075,-0.007412493445105973,0.48148956325272607,9.71559869792899e-180
35,1.2608308627452727e-07,4.370225322141946e-09,1.217128609523853e-07,1.3045331159666923e-07,1.1751744464312905e-07,1.3464872790592547e-07,1.1406496663863692e-07,1.3810120591041762e-07,-0.007253232639957047,-0.0074418551427073345,-0.007474876355073869,4.370225322141946e-09,-0.007474880725299191,-0.007474871984848547,-0.007474884920715501,-0.007474867789432237,-0.007474888373193505,-0.007474864336954233,-0.007253232639957047,-0.0074418551427073345,0.46013168997903764,2.502295594415311e-162
36,1.280776772091717e-07,4.858215897678585e-09,1.232194613114931e-07,1.329358931068503e-07,1.1855557404972168e-07,1.3759978036862173e-07,1.1471758349055559e-07,1.414377709277878e-07,-0.007301308056800158,-0.007462570669955436,-0.007362476140481465,4.858215897678585e-09,-0.007362480998697362,-0.0073624712822655675,-0.0073624856625846245,-0.007362466618378305,-0.007362489500575184,-0.007362462780387746,-0.007301308056800158,-0.007462570669955436,0.42800337517559267,2.2821731254721844e-138
37,1.280776772091717e-07,4.858215897678585e-09,1.232194613114931e-07,1.329358931068503e-07,1.1855557404972168e-07,1.3759978036862173e-07,1.1471758349055559e-07,1.414377709277878e-07,-0.007330650104544534,-0.007424958086633779,-0.007362476140481465,4.858215897678585e-09,-0.007362480998697362,-0.0073624712822655675,-0.0073624856625846245,-0.007362466618378305,-0.007362489500575184,-0.007362462780387746,-0.007330650104544534,-0.007424958086633779,0.42800337517559267,2.2821731254721844e-138
38,1.280776772091717e-07,4.858215897678585e-09,1.232194613114931e-07,1.329358931068503e-07,1.1855557404972168e-07,1.3759978036862173e-07,1.1471758349055559e-07,1.414377709277878e-07,-0.00735999215228891,-0.007387345503312121,-0.007362476140481465,4.858215897678585e-09,-0.007362480998697362,-0.0073624712822655675,-0.0073624856625846245,-0.007362466618378305,-0.007362489500575184,-0.007362462780387746,-0.00735999215228891,-0.007387345503312121,0.42800337517559267,2.2821731254721844e-138
39,1.6297891445802068e-07,7.405913060921942e-09,1.5557300139709872e-07,1.7038482751894263e-07,1.4846332485861367e-07,1.7749450405742769e-07,1.4261265354048534e-07,1.8334517537555602e-07,-0.007389334200033286,-0.007352324561108048,-0.008781044642664649,7.405913060921942e-09,-0.00878105204857771,-0.008781037236751587,-0.008781059158254249,-0.008781030127075049,-0.008781065008925566,-0.008781024276403732,-0.007389334200033286,-0.007352324561108048,0.36763074500700005,7.549263210938166e-100
40,2.2522888465462082e-07,1.0728255406875115e-08,2.145006292477457e-07,2.3595714006149595e-07,2.042015040571456e-07,2.4625626525209605e-07,1.9572618228571426e-07,2.547315870235274e-07,-0.00765510433147486,-0.007426424272918065,-0.011145205459984016,1.0728255406875115e-08,-0.011145216188239424,-0.011145194731728609,-0.011145226487364613,-0.011145184432603419,-0.011145234962686386,-0.011145175957281647,-0.00765510433147486,-0.007426424272918065,0.3528652030126589,1.3272858158636136e-91
41,2.969535952295908e-07,1.576218333206546e-08,2.8119141189752535e-07,3.1271577856165627e-07,2.660597158987425e-07,3.278474745604391e-07,2.5360759106641077e-07,3.4029959939277084e-07,-0.008248092479861155,-0.007707259582532647,-0.01289489175397665,1.576218333206546e-08,-0.012894907516159983,-0.012894875991793318,-0.012894922647855982,-0.012894860860097319,-0.012894935099980813,-0.012894848407972488,-0.008248092479861155,-0.007707259582532647,0.3205644506441238,4.78526875437299e-75
42,3.8491345089920726e-07,2.3354128079327864e-08,3.615593228198794e-07,4.082675789785351e-07,3.3913935986372464e-07,4.3068754193468987e-07,3.2068959868105564e-07,4.4913730311735887e-07,-0.009151428379678285,-0.008146372497914296,-0.0153870832268168,2.3354128079327864e-08,-0.01538710658094488,-0.015387059872688721,-0.015387129000907836,-0.015387037452725766,-0.015387147450669018,-0.015387019002964583,-0.009151428379678285,-0.008146372497914296,0.28388538714396117,1.4402594999682528e-58
43,6.72989813646965e-07,3.3643375684795416e-08,6.393464379621696e-07,7.066331893317604e-07,6.07048797304766e-07,7.38930829989164e-07,5.804705305137776e-07,7.655090967801524e-07,-0.010488862894067507,-0.008777192449668266,-0.03476396002772467,3.3643375684795416e-08,-0.034763993671100356,-0.03476392638434899,-0.034764025968741015,-0.03476389408670833,-0.034764052547007804,-0.03476386750844154,-0.010488862894067507,-0.008777192449668266,0.3381644343288811,8.031832637573e-84
44,1.0759399383049524e-06,5.537148346707824e-08,1.0205684548378741e-06,1.1313114217720306e-06,9.67411830709479e-07,1.1844680459004257e-06,9.236683587704873e-07,1.2282115178394176e-06,-0.015055776875274707,-0.010898541386107454,-0.0543080571360267,5.537148346707824e-08,-0.054308112507510165,-0.05430800176454323,-0.054308165664134295,-0.0543079486079191,-0.05430820940760623,-0.054307904864447164,-0.015055776875274707,-0.010898541386107454,0.3295535851758923,1.8645089675602108e-79
45,1.32937087928253e-06,6.411090215638633e-08,1.2652599771261437e-06,1.3934817814389163e-06,1.2037135110560128e-06,1.4550282475090472e-06,1.1530658983524675e-06,1.5056758602125925e-06,-0.022880040374532246,-0.014523282407800644,-0.0606841503658372,6.411090215638633e-08,-0.06068421447673936,-0.060684086254935043,-0.060684276023205426,-0.060684024708468974,-0.06068432667081813,-0.06068397406085627,-0.022880040374532246,-0.014523282407800644,0.3490525981494865,1.51887590070697e-89
46,1.8976633161724497e-06,1.0028126485227745e-07,1.7973820513201723e-06,1.9979445810247272e-06,1.701112037061986e-06,2.0942145952829136e-06,1.6218898378286868e-06,2.173436794516213e-06,-0.031530557995061,-0.01863849213947926,-0.0657174190922882,1.0028126485227745e-07,-0.06571751937355305,-0.06571731881102336,-0.06571761564356732,-0.06571722254100909,-0.06571769486576655,-0.06571714331880986,-0.031530557995061,-0.01863849213947926,0.3218427113833375,1.153517506033465e-75
